,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
68,0.525,0.52,7,-11.725,1,0.0271,0.538,0.00569,0.111,0.523,112.554,audio_features,6vcNJUWtUPB0hKC6VbZriY,spotify:track:6vcNJUWtUPB0hKC6VbZriY,https://api.spotify.com/v1/tracks/6vcNJUWtUPB0hKC6VbZriY,https://api.spotify.com/v1/audio-analysis/6vcNJUWtUPB0hKC6VbZriY,178507,4
69,0.605,0.757,3,-5.897,0,0.0554,0.0396,2.6e-06,0.0447,0.828,157.714,audio_features,0Q6mJSyGsUmg9WXgOcOf7A,spotify:track:0Q6mJSyGsUmg9WXgOcOf7A,https://api.spotify.com/v1/tracks/0Q6mJSyGsUmg9WXgOcOf7A,https://api.spotify.com/v1/audio-analysis/0Q6mJSyGsUmg9WXgOcOf7A,246000,4
70,0.343,0.903,0,-6.176,1,0.0956,0.000297,0.435,0.702,0.452,170.244,audio_features,4Zjf4XQZushvULDYoYq7VG,spotify:track:4Zjf4XQZushvULDYoYq7VG,https://api.spotify.com/v1/tracks/4Zjf4XQZushvULDYoYq7VG,https://api.spotify.com/v1/audio-analysis/4Zjf4XQZushvULDYoYq7VG,239507,4
71,0.502,0.758,3,-9.76,1,0.0407,0.00915,0.783,0.284,0.729,112.499,audio_features,1KdwPeY1WRWQGHCmRJTveb,spotify:track:1KdwPeY1WRWQGHCmRJTveb,https://api.spotify.com/v1/tracks/1KdwPeY1WRWQGHCmRJTveb,https://api.spotify.com/v1/audio-analysis/1KdwPeY1WRWQGHCmRJTveb,213693,4
72,0.808,0.793,9,-6.686,1,0.0326,0.494,0.0,0.286,0.936,110.086,audio_features,3aLlRqt6aK9iBIdlMmS4V2,spotify:track:3aLlRqt6aK9iBIdlMmS4V2,https://api.spotify.com/v1/tracks/3aLlRqt6aK9iBIdlMmS4V2,https://api.spotify.com/v1/audio-analysis/3aLlRqt6aK9iBIdlMmS4V2,319773,4
73,0.702,0.871,10,-6.728,0,0.0926,0.127,4.18e-05,0.0819,0.664,107.982,audio_features,6WEBIVqiEsevfgJefTyuQQ,spotify:track:6WEBIVqiEsevfgJefTyuQQ,https://api.spotify.com/v1/tracks/6WEBIVqiEsevfgJefTyuQQ,https://api.spotify.com/v1/audio-analysis/6WEBIVqiEsevfgJefTyuQQ,221520,4
74,0.458,0.746,11,-9.444,0,0.0318,0.0351,0.0,0.172,0.511,166.095,audio_features,4rJdaSwOCHLBhxdMsymeMw,spotify:track:4rJdaSwOCHLBhxdMsymeMw,https://api.spotify.com/v1/tracks/4rJdaSwOCHLBhxdMsymeMw,https://api.spotify.com/v1/audio-analysis/4rJdaSwOCHLBhxdMsymeMw,368320,4
75,0.771,0.633,1,-8.932,1,0.0958,0.00537,0.00884,0.172,0.449,131.112,audio_features,5htriRR2mJ3C9nanc7qdLC,spotify:track:5htriRR2mJ3C9nanc7qdLC,https://api.spotify.com/v1/tracks/5htriRR2mJ3C9nanc7qdLC,https://api.spotify.com/v1/audio-analysis/5htriRR2mJ3C9nanc7qdLC,376020,4
76,0.753,0.897,11,-8.54,1,0.073,0.00282,0.73,0.351,0.937,117.933,audio_features,4YNyU0vEEC5grHkHnO9lhF,spotify:track:4YNyU0vEEC5grHkHnO9lhF,https://api.spotify.com/v1/tracks/4YNyU0vEEC5grHkHnO9lhF,https://api.spotify.com/v1/audio-analysis/4YNyU0vEEC5grHkHnO9lhF,210853,4
77,0.51,0.771,2,-6.666,1,0.0341,0.000205,0.831,0.135,0.644,145.522,audio_features,0nIDF0qdk5iAIla7rZxxys,spotify:track:0nIDF0qdk5iAIla7rZxxys,https://api.spotify.com/v1/tracks/0nIDF0qdk5iAIla7rZxxys,https://api.spotify.com/v1/audio-analysis/0nIDF0qdk5iAIla7rZxxys,221799,4
78,0.892,0.548,5,-6.563,1,0.0389,0.0376,0.349,0.0636,0.926,120.56,audio_features,6AxqU1NcIvnBC3W62TSk3n,spotify:track:6AxqU1NcIvnBC3W62TSk3n,https://api.spotify.com/v1/tracks/6AxqU1NcIvnBC3W62TSk3n,https://api.spotify.com/v1/audio-analysis/6AxqU1NcIvnBC3W62TSk3n,281813,4
79,0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,audio_features,1B75hgRqe7A4fwee3g3Wmu,spotify:track:1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/tracks/1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/audio-analysis/1B75hgRqe7A4fwee3g3Wmu,257360,4
80,0.791,0.469,4,-10.782,0,0.063,0.146,0.0187,0.108,0.862,163.065,audio_features,6lXKNdOsnaLv9LwulZbxNl,spotify:track:6lXKNdOsnaLv9LwulZbxNl,https://api.spotify.com/v1/tracks/6lXKNdOsnaLv9LwulZbxNl,https://api.spotify.com/v1/audio-analysis/6lXKNdOsnaLv9LwulZbxNl,299560,4
81,0.617,0.886,9,-5.953,1,0.055,0.0112,9.63e-05,0.0523,0.629,96.328,audio_features,3i6qNxyVgIdUZTTi5m25EM,spotify:track:3i6qNxyVgIdUZTTi5m25EM,https://api.spotify.com/v1/tracks/3i6qNxyVgIdUZTTi5m25EM,https://api.spotify.com/v1/audio-analysis/3i6qNxyVgIdUZTTi5m25EM,252760,4
82,0.425,0.271,7,-12.918,1,0.0286,0.371,0.000484,0.0843,0.14,146.036,audio_features,5tFikHsd4xViCuKfnOZA1Z,spotify:track:5tFikHsd4xViCuKfnOZA1Z,https://api.spotify.com/v1/tracks/5tFikHsd4xViCuKfnOZA1Z,https://api.spotify.com/v1/audio-analysis/5tFikHsd4xViCuKfnOZA1Z,305053,4
83,0.326,0.3,9,-13.671,1,0.0454,0.443,0.0,0.139,0.391,185.63,audio_features,2IWYi4NJyJvhpJVjVs2pm8,spotify:track:2IWYi4NJyJvhpJVjVs2pm8,https://api.spotify.com/v1/tracks/2IWYi4NJyJvhpJVjVs2pm8,https://api.spotify.com/v1/audio-analysis/2IWYi4NJyJvhpJVjVs2pm8,295907,3
84,0.547,0.707,0,-8.74,1,0.0338,8.14e-05,0.000149,0.285,0.654,119.576,audio_features,0smyCrJiibi2uwCiq5R1vj,spotify:track:0smyCrJiibi2uwCiq5R1vj,https://api.spotify.com/v1/tracks/0smyCrJiibi2uwCiq5R1vj,https://api.spotify.com/v1/audio-analysis/0smyCrJiibi2uwCiq5R1vj,242733,4
85,0.478,0.854,7,-5.454,1,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,audio_features,1A5V1sxyCLpKJezp75tUXn,spotify:track:1A5V1sxyCLpKJezp75tUXn,https://api.spotify.com/v1/tracks/1A5V1sxyCLpKJezp75tUXn,https://api.spotify.com/v1/audio-analysis/1A5V1sxyCLpKJezp75tUXn,274160,4
86,0.715,0.738,7,-10.139,1,0.157,0.00826,0.0,0.26,0.573,97.877,audio_features,0QMHVTnrFTQJoaqmkdsKhT,spotify:track:0QMHVTnrFTQJoaqmkdsKhT,https://api.spotify.com/v1/tracks/0QMHVTnrFTQJoaqmkdsKhT,https://api.spotify.com/v1/audio-analysis/0QMHVTnrFTQJoaqmkdsKhT,252307,4
