,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
60,0.675,0.891,3,-5.403,0,0.0472,0.155,0.0,0.778,0.87,110.989,audio_features,11FZ0DGz5U1x7Zr5V7QZDz,spotify:track:11FZ0DGz5U1x7Zr5V7QZDz,https://api.spotify.com/v1/tracks/11FZ0DGz5U1x7Zr5V7QZDz,https://api.spotify.com/v1/audio-analysis/11FZ0DGz5U1x7Zr5V7QZDz,215227,4
61,0.613,0.839,9,-4.187,1,0.0417,0.024,0.00086,0.0258,0.916,90.168,audio_features,7JlyLckei7JbyWlBPkblRZ,spotify:track:7JlyLckei7JbyWlBPkblRZ,https://api.spotify.com/v1/tracks/7JlyLckei7JbyWlBPkblRZ,https://api.spotify.com/v1/audio-analysis/7JlyLckei7JbyWlBPkblRZ,204360,4
62,0.82,0.937,5,-4.81,0,0.0549,0.135,0.000122,0.35,0.906,130.992,audio_features,42nSaPdT6g3ZIMHmKLlP2p,spotify:track:42nSaPdT6g3ZIMHmKLlP2p,https://api.spotify.com/v1/tracks/42nSaPdT6g3ZIMHmKLlP2p,https://api.spotify.com/v1/audio-analysis/42nSaPdT6g3ZIMHmKLlP2p,239400,4
63,0.679,0.903,4,-4.914,1,0.0463,0.333,0.0,0.372,0.872,108.114,audio_features,3v0uXfyMEZ1lGvBOv1Y4ar,spotify:track:3v0uXfyMEZ1lGvBOv1Y4ar,https://api.spotify.com/v1/tracks/3v0uXfyMEZ1lGvBOv1Y4ar,https://api.spotify.com/v1/audio-analysis/3v0uXfyMEZ1lGvBOv1Y4ar,213600,4
64,0.455,0.948,5,-3.366,1,0.0577,0.0046,3.19e-06,0.361,0.429,100.666,audio_features,4rrvwe9uiwei5ZB1dDobJO,spotify:track:4rrvwe9uiwei5ZB1dDobJO,https://api.spotify.com/v1/tracks/4rrvwe9uiwei5ZB1dDobJO,https://api.spotify.com/v1/audio-analysis/4rrvwe9uiwei5ZB1dDobJO,224213,4
65,0.902,0.736,4,-7.976,0,0.235,0.26,0.000548,0.097,0.921,96.407,audio_features,0ys1g8PTTs6ADeDp2h1xpd,spotify:track:0ys1g8PTTs6ADeDp2h1xpd,https://api.spotify.com/v1/tracks/0ys1g8PTTs6ADeDp2h1xpd,https://api.spotify.com/v1/audio-analysis/0ys1g8PTTs6ADeDp2h1xpd,207413,4
66,0.661,0.946,9,-5.744,0,0.0284,0.013,0.154,0.0656,0.772,131.522,audio_features,0sKopDz55KvMV2kLtfGLs9,spotify:track:0sKopDz55KvMV2kLtfGLs9,https://api.spotify.com/v1/tracks/0sKopDz55KvMV2kLtfGLs9,https://api.spotify.com/v1/audio-analysis/0sKopDz55KvMV2kLtfGLs9,271227,4
67,0.896,0.792,7,-5.735,1,0.0936,0.0337,0.024,0.0562,0.328,128.0,audio_features,5fiEwtFc6fNvMwx1bzqSbh,spotify:track:5fiEwtFc6fNvMwx1bzqSbh,https://api.spotify.com/v1/tracks/5fiEwtFc6fNvMwx1bzqSbh,https://api.spotify.com/v1/audio-analysis/5fiEwtFc6fNvMwx1bzqSbh,185832,4
68,0.386,0.49,5,-10.71,1,0.0318,0.483,0.0,0.486,0.217,129.645,audio_features,2RjnnOuAvosOSAZhZQ50kO,spotify:track:2RjnnOuAvosOSAZhZQ50kO,https://api.spotify.com/v1/tracks/2RjnnOuAvosOSAZhZQ50kO,https://api.spotify.com/v1/audio-analysis/2RjnnOuAvosOSAZhZQ50kO,251733,4
69,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,audio_features,2m1hi0nfMR9vdGC8UcrnwU,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,https://api.spotify.com/v1/tracks/2m1hi0nfMR9vdGC8UcrnwU,https://api.spotify.com/v1/audio-analysis/2m1hi0nfMR9vdGC8UcrnwU,167067,4
70,0.491,0.668,6,-5.96,1,0.0262,0.00299,0.000143,0.157,0.305,82.852,audio_features,1vsLBfUhhglIJomHx4fNHp,spotify:track:1vsLBfUhhglIJomHx4fNHp,https://api.spotify.com/v1/tracks/1vsLBfUhhglIJomHx4fNHp,https://api.spotify.com/v1/audio-analysis/1vsLBfUhhglIJomHx4fNHp,303240,4
71,0.706,0.908,2,-5.087,1,0.0443,0.0275,0.00572,0.0799,0.878,106.016,audio_features,6b2LfMeveQB16SGFWQNWiz,spotify:track:6b2LfMeveQB16SGFWQNWiz,https://api.spotify.com/v1/tracks/6b2LfMeveQB16SGFWQNWiz,https://api.spotify.com/v1/audio-analysis/6b2LfMeveQB16SGFWQNWiz,251467,4
72,0.757,0.945,6,-6.058,1,0.187,0.0101,0.000134,0.0911,0.849,137.969,audio_features,0mav4DBD9dimciE32mOcuV,spotify:track:0mav4DBD9dimciE32mOcuV,https://api.spotify.com/v1/tracks/0mav4DBD9dimciE32mOcuV,https://api.spotify.com/v1/audio-analysis/0mav4DBD9dimciE32mOcuV,201227,4
